#node	identifier	domain_summary_url	annotation	other_names_and_aliases
CFI	9606.ENSP00000378130	https://smart.embl.de/smart/DDvec.cgi?smart=583:SIGNAL(1|18)+FIMAC(42|108)+SR(114|215)+LDLa(220|257)+LDLa(258|295)+Tryp_SPc(339|569)+	Complement factor I; Responsible for cleaving the alpha-chains of C4b and C3b in the presence of the cofactors C4-binding protein and factor H respectively; Belongs to the peptidase S1 family	2XRC,3.4.21.45,3426,AAA52455.1,AAC08733.2,AC126283,AF005095,AHUS3,ARMD13,C3B/C4B inactivator,C3BINA,C3b-INA,C3b-inactivator,CAA68416.1,CAA68418.1,CAB016777,CCDS34049,CCDS34049.1,CCDS82945,CCDS82946,CFAI_HUMAN,CFI,CFI-001,CFI-002,CFI-004,CFI-005,CFI-006,CFI-201,CFI-202,Complement factor I,Complement system,D6R9Z8,E7ETH0,EAX06251.1,EC 3.4.21.45,ENSG00000205403,ENSP00000369256,ENSP00000378130,ENSP00000378131,ENSP00000378135,ENSP00000422009,ENSP00000427438,ENSP00000439559,ENSP00000445223,ENSP00000483416,ENST00000379924,ENST00000394634,ENST00000394635,ENST00000394639,ENST00000504853,ENST00000510800,ENST00000512148,ENST00000515512,ENST00000536228,ENST00000540104,ENST00000618244,FI,G3XAM2,HGNC:5394,HPA001143,HPA024061,Hs.312485,Hs.708284,I factor,IF,J02770,KAF,Konglutinogen-activating factor,LRG_48,LRG_48t1,NM_000204,NM_000204.3,NP_000195,NP_000195.2,NP_001317964.1,NX_P05156,O60442,OMIM:217030,OTTHUMG00000161109,OTTHUMP00000219728,OTTHUMP00000220120,OTTHUMP00000221928,OTTHUMT00000363814,OTTHUMT00000363815,OTTHUMT00000363817,OTTHUMT00000363818,OTTHUMT00000364697,P05156,Q6LAM0,S01.199,UPI000013D5C9,UPI000020B304,UPI0000D615A9,UPI0001AE7521,XM_005262975,XM_005262975.1,XM_005262976,XM_005262976.1,XM_006714209,XM_006714209.1,XP_005263032,XP_005263032.1,XP_005263033,XP_005263033.1,XP_006714272,XP_006714272.1,XP_006714273,XP_006714273.1,Y00318,complement factor I,hsa:3426,uc003hzr.4,uc003hzr.5,uc011cft.2
CHMP4B	9606.ENSP00000217402	https://smart.embl.de/smart/DDvec.cgi?smart=224:Pfam_Snf7(24|199)+	Charged multivesicular body protein 4b; Probable core component of the endosomal sorting required for transport complex III (ESCRT-III) which is involved in multivesicular bodies (MVBs) formation and sorting of endosomal cargo proteins into MVBs. MVBs contain intraluminal vesicles (ILVs) that are generated by invagination and scission from the limiting membrane of the endosome and mostly are delivered to lysosomes enabling degradation of membrane proteins, such as stimulated growth factor receptors, lysosomal enzymes and lipids. The MVB pathway appears to require the sequential functio [...] 	128866,3C3Q,3UM3,4ABM,5MK2,AAH33859.1,AAQ91194.1,AB100261,AL050349,AY329085,BAC79375.1,BC033859,C20orf178,CAC14088.1,CCDS13228,CCDS13228.1,CHM4B_HUMAN,CHMP4A,CHMP4B,CHMP4B-001,CTPP3,CTRCT31,Charged multivesicular body protein 4B,Charged multivesicular body protein 4b,Charged multivesicular body proteins,Chromatin-modifying protein 4b,E1P5N4,EAW76293.1,EAW76294.1,ENSG00000101421,ENSP00000217402,ENSP00000364326,ENST00000217402,ENST00000375182,ESCRT-III,HGNC:16171,HPA041401,NM_176812,NM_176812.4,NP_789782,NP_789782.1,NX_Q9H444,OMIM:610897,OTTHUMG00000032272,OTTHUMP00000030668,OTTHUMT00000078738,Q53ZD6,Q9H444,SHAX1,SNF7,SNF7 homolog associated with Alix 1,SNF7-2,Shax1,UPI0000128625,VPS32B,Vacuolar protein sorting-associated protein 32-2,Vps32-2,charged multivesicular body protein 4B,chromatin modifying protein 4B,chromosome 20 open reading frame 178,dJ553F4.4,hsa:128866,uc002xaa.3,uc002xaa.4
CNN2	9606.ENSP00000263097	https://smart.embl.de/smart/DDvec.cgi?smart=309:CH(30|127)+Pfam_Calponin(166|190)+Pfam_Calponin(206|230)+Pfam_Calponin(245|268)+	Calponin-2; Thin filament-associated protein that is implicated in the regulation and modulation of smooth muscle contraction. It is capable of binding to actin, calmodulin, troponin C and tropomyosin. The interaction of calponin with actin inhibits the actomyosin Mg-ATPase activity	1265,1WYN,A5D8U8,A6NFI4,AAI41819.1,AAI41834.1,AK126391,AK293171,AK300788,B4DDF4,B4DUT8,BAA12090.1,BAA20887.1,BAG54322.1,BAG56715.1,BAG62450.1,BC141818,BC141833,CCDS12053,CCDS12053.1,CCDS12054,CCDS12054.1,CCDS77204,CCDS77205,CNN2,CNN2-001,CNN2-003,CNN2-004,CNN2-005,CNN2-006,CNN2-007,CNN2-008,CNN2-009,CNN2-010,CNN2-011,CNN2-013,CNN2-014,CNN2_HUMAN,Calponin 2,Calponin H2, smooth muscle,Calponin-2,D6W5X9,D83735,D86059,EAW69565.1,EAW69567.1,EAW69570.1,ENSG00000064666,ENSP00000263097,ENSP00000313461,ENSP00000340129,ENSP00000411272,ENSP00000455777,ENSP00000455904,ENSP00000456436,ENSP00000457397,ENSP00000457968,ENSP00000458137,ENSP00000468577,ENSP00000475175,ENSP00000479188,ENSP00000484533,ENSP00000484749,ENST00000263097,ENST00000319472,ENST00000348419,ENST00000442531,ENST00000562015,ENST00000562075,ENST00000562958,ENST00000564572,ENST00000565096,ENST00000566695,ENST00000568865,ENST00000569352,ENST00000606983,ENST00000607102,H3BQH0,H3BVI6,HGNC:2156,HPA049095,Hs.624503,Hs.651512,K7ES69,NM_001303499,NM_004368,NM_004368.2,NM_201277,NM_201277.1,NP_001290428.1,NP_001290430.1,NP_004359,NP_004359.1,NP_958434,NP_958434.1,NX_Q99439,Neutral calponin,OMIM:602373,OTTHUMG00000172729,OTTHUMP00000249254,OTTHUMP00000249256,OTTHUMP00000249257,OTTHUMP00000249258,OTTHUMP00000249259,OTTHUMP00000249261,OTTHUMP00000268079,OTTHUMP00000273699,OTTHUMP00000274813,OTTHUMP00000274873,OTTHUMP00000274874,OTTHUMT00000420293,OTTHUMT00000420295,OTTHUMT00000420296,OTTHUMT00000420297,OTTHUMT00000420298,OTTHUMT00000420299,OTTHUMT00000420300,OTTHUMT00000420302,OTTHUMT00000420303,OTTHUMT00000458686,OTTHUMT00000471312,OTTHUMT00000474141,Q92578,Q99439,UPI0000127AF5,UPI00001405F0,UPI00017A6CB3,UPI00017A7FF4,UPI0002466C7C,UPI0002466C7E,UPI0002466C7F,UPI00028409C9,UPI00038BAF72,UPI00038BB0C8,UPI0004620E7A,calponin 2,hsa:1265,uc002lqt.1,uc002lqu.3,uc002lqu.4,uc002lqv.3,uc010drz.1,uc010xgb.2,uc010xgc.2
DSG2	9606.ENSP00000261590	https://smart.embl.de/smart/DDvec.cgi?smart=1118:SIGNAL(1|23)+CA(70|157)+CA(181|270)+CA(293|387)+CA(413|497)+TRANS(613|635)+	Desmoglein-2; Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion; Desmosomal cadherins	1829,2YQG,5ERD,5J5J,AAH99655.1,AAH99656.1,AAH99657.1,AC021549,AC079096,ARVC10,ARVD10,BC099655,BC099656,BC099657,CAA81226.1,CAB025122,CCDS42423,CCDS42423.1,CDHF5,CMD1BB,Cadherin family member 5,DSG2,DSG2-001,DSG2-002,DSG2_HUMAN,Desmoglein 2,Desmoglein-2,Desmosomal cadherins,ENSG00000046604,ENSP00000261590,ENSP00000462503,ENST00000261590,ENST00000585206,HDGC,HGNC:3049,HPA004896,Hs.412597,J3KSI6,LRG_397,LRG_397t1,NM_001943,NM_001943.3,NP_001934,NP_001934.2,NX_Q14126,OMIM:125671,OTTHUMG00000179649,OTTHUMP00000262049,OTTHUMP00000262050,OTTHUMT00000447506,OTTHUMT00000447507,Q14126,Q4KKU6,UPI0000048E38,UPI0000201B69,Z26317,desmoglein 2,hsa:1829,uc002kwu.4,uc002kwu.5
ENG	9606.ENSP00000362299	https://smart.embl.de/smart/DDvec.cgi?smart=658:SIGNAL(1|25)+ZP(362|570)+TRANS(591|613)+	Endoglin; Vascular endothelium glycoprotein that plays an important role in the regulation of angiogenesis. Required for normal structure and integrity of adult vasculature. Regulates the migration of vascular endothelial cells. Required for normal extraembryonic angiogenesis and for embryonic heart development (By similarity). May play a critical role in the binding of endothelial cells to integrins and/or other RGD receptors. Acts as TGF-beta coreceptor and is involved in the TGF-beta/BMP signaling cascade that ultimately leads to the activation of SMAD transcription factors. Require [...] 	2022,5HZV,5HZW,5I04,A0A024R878,AAA35800.1,AAC32802.1,AAC63386.1,ABI75346.1,AF035753,AF036969,AF036970,AF036971,AL157935,CAA50891.1,CAB000096,CAI12604.1,CAI39764.1,CCDS48029,CCDS48029.1,CCDS6880,CCDS6880.1,CCDS75906,CCDS75906.1,CD molecules,CD105,DQ866809,EAW87702.1,EAW87703.1,EAW87704.1,EGLN_HUMAN,END,ENG,ENG-001,ENG-002,ENG-003,ENG-005,ENG-201,ENSG00000106991,ENSP00000291836,ENSP00000341917,ENSP00000362290,ENSP00000362299,ENSP00000441025,ENSP00000441083,ENSP00000441622,ENSP00000443303,ENSP00000479015,ENST00000291836,ENST00000344849,ENST00000373194,ENST00000373203,ENST00000462196,ENST00000480266,ENST00000486329,ENST00000540879,ENST00000544941,ENST00000545345,ENST00000546301,Endoglin,F5GX88,HGNC:3349,HHT1,HPA011862,Hs.694558,Hs.707025,Hs.76753,J05481,NM_000118,NM_000118.3,NM_001114753,NM_001114753.2,NM_001278138,NM_001278138.1,NP_000109,NP_000109.1,NP_001108225,NP_001108225.1,NP_001265067,NP_001265067.1,NX_P17813,OMIM:131195,ORW,ORW1,OTTHUMG00000020723,OTTHUMP00000022221,OTTHUMP00000022222,OTTHUMT00000054312,OTTHUMT00000054313,OTTHUMT00000054314,OTTHUMT00000054316,Osler-Rendu-Weber syndrome 1,P17813,Q14248,Q14926,Q5T9B9,Q5T9C0,Q71V36,U37439,U37441,U37442,U37445,U37446,U37447,UPI000002A8CC,UPI0000129E00,UPI0002065092,X72012,endoglin,hsa:2022,uc004bsj.5,uc004bsj.6,uc004bsk.5,uc004bsk.6,uc011mam.3
FAM161A	9606.ENSP00000385158	https://smart.embl.de/smart/DDvec.cgi?smart=716:Pfam_UPF0564(234|598)+	Protein FAM161A; Involved in ciliogenesis	84140,AK023367,AK296255,B4DJV7,BAB14544.1,BAG58969.1,BC107162,BC107163,BX648834,BX649029,CCDS42687,CCDS42687.2,CCDS56120,CCDS56120.1,ENSG00000170264,ENSP00000303170,ENSP00000324720,ENSP00000384757,ENSP00000385158,ENSP00000385893,ENSP00000396105,ENSP00000397336,ENSP00000416861,ENST00000307507,ENST00000314581,ENST00000404929,ENST00000405118,ENST00000405894,ENST00000418113,ENST00000450831,ENST00000456262,ENST00000478494,ENST00000496369,F161A_HUMAN,F8W731,F8WCZ8,FAM161A,FAM161A-001,FAM161A-002,FAM161A-003,FAM161A-004,FAM161A-005,FAM161A-008,FAM161A-009,FLJ13305,Family with sequence similarity 161, member A,HGNC:25808,HPA032119,Hs.440466,NM_001201543,NM_001201543.1,NM_032180,NM_032180.2,NP_001188472,NP_001188472.1,NP_115556,NP_115556.2,NX_Q3B820,OMIM:613596,OTTHUMG00000152165,OTTHUMP00000201350,OTTHUMP00000201351,OTTHUMP00000201352,OTTHUMP00000201353,OTTHUMP00000202099,OTTHUMT00000325537,OTTHUMT00000325538,OTTHUMT00000325539,OTTHUMT00000325540,OTTHUMT00000325541,OTTHUMT00000327086,OTTHUMT00000330433,Protein FAM161A,Q3B820,Q9H8R2,RP28,UPI0000160B77,UPI0000208509,UPI00006C0438,UPI00006C0439,UPI00018815DA,XM_006712113,XM_006712113.1,XM_006712114,XM_006712114.1,XP_006712176,XP_006712176.1,XP_006712177,XP_006712177.1,XP_006712178,XP_006712178.1,XP_016860561.1,family with sequence similarity 161 member A,family with sequence similarity 161, member A,hsa:84140,retinitis pigmentosa 28,uc002sbm.4,uc002sbm.5,uc010ypo.2,uc010ypo.3
GDF15	9606.ENSP00000252809	https://smart.embl.de/smart/DDvec.cgi?smart=308:SIGNAL(1|29)+TGFB(211|308)+	Growth differentiation factor 15; Belongs to the TGF-beta family	5VT2,5VZ3,5VZ4,9518,AAB88673.1,AAB88913.1,AAC24456.1,AAC39537.1,AAF89834.1,AAH00529.1,AAH08962.1,AAV38272.1,AB000584,AF003934,AF008303,AF019770,AF173860,AK291530,BAA19151.1,BAF84219.1,BC000529,BC008962,BT019465,CAB062554,CCDS12376,CCDS12376.1,EAW84694.1,ENSG00000130513,ENSP00000252809,ENSP00000469819,ENSP00000470531,ENST00000252809,ENST00000594925,ENST00000595973,ENST00000597765,ENST00000604609,GDF-15,GDF15,GDF15-001,GDF15-002,GDF15-003,GDF15-004,GDF15-005,GDF15_HUMAN,Growth differentiation factor 15,Growth/differentiation factor 15,HGNC:30142,HPA011191,Hs.722195,MIC-1,MIC1,Macrophage inhibitory cytokine 1,NAG-1,NM_004864,NM_004864.2,NP_004855,NP_004855.2,NSAID-activated gene 1 protein,NSAID-regulated gene 1 protein,NX_Q99988,O14629,OMIM:605312,OTTHUMG00000183360,OTTHUMP00000271536,OTTHUMP00000271537,OTTHUMP00000274055,OTTHUMT00000466339,OTTHUMT00000466340,OTTHUMT00000466341,OTTHUMT00000468187,OTTHUMT00000471888,P78360,PDF,PLAB,PTGFB,Placental TGF-beta,Placental bone morphogenetic protein,Prostate differentiation factor,Q99988,Q9BWA0,Q9NRT0,U88323,UPI000006F640,UPI0002A4717D,UPI0003B927BD,growth differentiation factor 15,hsa:9518,macrophage inhibitory cytokine-1,prostate differentiation factor,uc002niv.2
IGFALS	9606.ENSP00000416683	https://smart.embl.de/smart/DDvec.cgi?smart=643:LRRNT(78|116)+LRR(115|134)+LRR(135|158)+LRR_TYP(159|182)+LRR(183|206)+LRR_TYP(207|230)+LRR_TYP(231|254)+LRR_TYP(255|278)+LRR_TYP(279|302)+LRR(303|326)+LRR_TYP(327|350)+LRR_TYP(351|374)+LRR_TYP(375|398)+LRR_TYP(399|422)+LRR(423|446)+LRR(447|470)+LRR_TYP(471|494)+LRR_TYP(495|518)+LRR(519|542)+LRR(543|569)+LRRCT(574|622)+	Insulin-like growth factor-binding protein complex acid labile subunit; Involved in protein-protein interactions that result in protein complexes, receptor-ligand binding or cell adhesion	3483,AAA36047.1,AAF06774.1,ACLSD,AF192554,AK303146,AL031724,ALS,ALS_HUMAN,B4DZY8,BAG64250.1,CAC36078.1,CCDS10446,CCDS10446.1,CCDS53982,CCDS53982.1,E9PGU3,ENSG00000099769,ENSP00000215539,ENSP00000416683,ENSP00000456923,ENST00000215539,ENST00000415638,ENST00000568221,H3BSX8,HGNC:5468,HPA040692,HPA040948,Hs.839,IGFALS,IGFALS-001,IGFALS-002,IGFALS-004,M86826,NM_001146006,NM_001146006.1,NM_004970,NM_004970.2,NP_001139478,NP_001139478.1,NP_004961,NP_004961.1,NX_P35858,OMIM:601489,OTTHUMG00000128638,OTTHUMP00000158804,OTTHUMP00000255022,OTTHUMP00000255023,OTTHUMT00000250509,OTTHUMT00000433576,OTTHUMT00000433578,P35858,UPI000000088A,UPI00019863AB,UPI0002466D80,hsa:3483,uc002cmy.3,uc002cmy.4,uc010uvn.2
IL18BP	9606.ENSP00000384212	https://smart.embl.de/smart/DDvec.cgi?smart=194:SIGNAL(1|30)+	Interleukin-18-binding protein; Isoform A binds to IL-18 and inhibits its activity. Functions as an inhibitor of the early TH1 cytokine response; Immunoglobulin like domain containing	10068,A0A024R5G2,A0A024R5I1,A0A024R5M7,AAD17187.1,AAD17188.1,AAD17189.1,AAD17190.1,AAD17191.1,AAD17192.1,AAD41051.1,AAD41053.1,AAF31697.1,AAH44215.1,AB019504,AF110798,AF110799,AF110800,AF110801,AF122906,AF122908,AF215907,AK098255,B3KUZ0,B7WPK4,BAA76374.1,BAG53602.1,BC044215,CAB025980,CCDS44666,CCDS44666.1,CCDS8206,CCDS8206.2,EAW74812.1,EAW74813.1,EAW74814.1,EAW74815.1,EAW74816.1,EAW74817.1,EAW74818.1,EAW74819.1,EAW74820.1,ENSG00000137496,ENSP00000260049,ENSP00000289458,ENSP00000312765,ENSP00000338723,ENSP00000343309,ENSP00000352247,ENSP00000352970,ENSP00000377306,ENSP00000377308,ENSP00000377310,ENSP00000384212,ENSP00000409614,ENSP00000434376,ENSP00000434717,ENSP00000434835,ENSP00000480621,ENST00000260049,ENST00000289458,ENST00000314403,ENST00000337131,ENST00000343898,ENST00000359298,ENST00000359899,ENST00000393703,ENST00000393705,ENST00000393707,ENST00000404792,ENST00000414358,ENST00000497194,ENST00000525932,ENST00000531053,ENST00000531777,ENST00000534583,ENST00000620017,G3V1C5,HGNC:5987,Hs.591967,I18BP_HUMAN,IL18BP,IL18BP-001,IL18BP-002,IL18BP-003,IL18BP-004,IL18BP-005,IL18BP-008,IL18BP-009,IL18BP-010,IL18BP-011,IL18BP-012,IL18BP-013,IL18BP-201,IL18BP-202,IL18BP-203,IL18BPa,Immunoglobulin like domain containing,Interleukin 18 binding protein,Interleukin-18-binding protein,MC51L-53L-54L homolog gene product,NM_001039659,NM_001039659.1,NM_001039660,NM_001039660.1,NM_001145055,NM_001145055.1,NM_001145057,NM_001145057.1,NM_005699,NM_005699.3,NM_173042,NM_173042.2,NM_173044,NM_173044.2,NP_001034748,NP_001034748.1,NP_001034749,NP_001034749.1,NP_001138527,NP_001138527.1,NP_001138529,NP_001138529.1,NP_005690,NP_005690.2,NP_766630,NP_766630.2,NP_766632,NP_766632.2,NX_O95998,O95993,O95998,O96027,OMIM:604113,OTTHUMG00000133713,OTTHUMP00000165108,OTTHUMP00000179141,OTTHUMP00000179142,OTTHUMP00000179143,OTTHUMP00000196341,OTTHUMP00000236509,OTTHUMP00000236510,OTTHUMP00000236511,OTTHUMT00000258012,OTTHUMT00000277121,OTTHUMT00000277122,OTTHUMT00000277123,OTTHUMT00000277124,OTTHUMT00000277127,OTTHUMT00000395680,OTTHUMT00000395681,OTTHUMT00000395682,OTTHUMT00000395683,OTTHUMT00000395684,Q9NZA9,Q9UBR7,Q9UNH2,Tadekinig-alfa,UPI000000DA78,UPI000013F800,UPI0000405DC0,UPI0000D487E5,XM_006718404,XM_006718404.1,XP_005273762,XP_005273762.1,XP_006718466,XP_006718466.1,XP_006718467,XP_006718467.1,XP_006718468,XP_006718468.1,XP_006718469,XP_006718469.1,XP_006718470,XP_006718470.1,XP_006718471,XP_006718471.1,XP_006718472,XP_006718472.1,XP_006718473,XP_006718473.1,XP_016872548.1,XP_016872549.1,XP_016872550.1,XP_016872551.1,XP_016872552.1,hsa:10068,interleukin 18 binding protein,uc001ore.1,uc001ore.2,uc001orf.1,uc001orf.2,uc001org.1,uc001orh.2,uc001ori.2,uc009ysv.1,uc021qmv.1
ITPR1	9606.ENSP00000306253	https://smart.embl.de/smart/DDvec.cgi?smart=2743:MIR(112|166)+MIR(173|223)+MIR(231|287)+MIR(294|388)+Pfam_RYDR_ITPR(459|655)+Pfam_RYDR_ITPR(1177|1339)+COIL(1586|1609)+Pfam_RIH_assoc(1953|2063)+TRANS(2268|2290)+Pfam_Ion_trans(2305|2594)+COIL(2677|2726)+	Inositol 1,4,5-trisphosphate receptor type 1; Intracellular channel that mediates calcium release from the endoplasmic reticulum following stimulation by inositol 1,4,5- trisphosphate. Involved in the regulation of epithelial secretion of electrolytes and fluid through the interaction with AHCYL1 (By similarity). Plays a role in ER stress-induced apoptosis. Cytoplasmic calcium released from the ER triggers apoptosis by the activation of CaM kinase II, eventually leading to the activation of downstream apoptosis pathways (By similarity); Inositol 1,4,5-triphosphate receptors	3708,606364,AAB04947.2,AAD14386.1,AAI44564.1,AC018816,AC069248,AC090944,ACV,B7ZMI3,BAA05065.1,BC144563,CCDS46740,CCDS46740.2,CCDS54550,CCDS54550.1,CCDS54551,CCDS54551.1,CLA4,D26070,E7EPX7,E9PDE9,ENSG00000150995,ENSP00000280595,ENSP00000302930,ENSP00000306253,ENSP00000313468,ENSP00000342733,ENSP00000346595,ENSP00000349029,ENSP00000349597,ENSP00000397885,ENSP00000401671,ENSP00000405934,ENSP00000409258,ENSP00000440564,ENST00000280595,ENST00000302640,ENST00000302656,ENST00000318468,ENST00000350702,ENST00000354162,ENST00000354582,ENST00000356617,ENST00000357086,ENST00000423119,ENST00000426160,ENST00000443694,ENST00000456211,ENST00000463980,ENST00000467056,ENST00000467545,ENST00000472205,ENST00000477577,ENST00000478515,ENST00000479831,ENST00000481415,ENST00000487016,ENST00000490572,ENST00000491868,ENST00000493491,ENST00000494681,ENST00000544951,HGNC:6180,HPA014765,HPA016487,Hs.567295,Hs.736467,INSP3R1,IP3 receptor isoform 1,IP3R,IP3R1,ITPR1,ITPR1-001,ITPR1-002,ITPR1-003,ITPR1-004,ITPR1-005,ITPR1-010,ITPR1-011,ITPR1-012,ITPR1-013,ITPR1-014,ITPR1-015,ITPR1-016,ITPR1-017,ITPR1-018,ITPR1-019,ITPR1-020,ITPR1-201,ITPR1-202,ITPR1-203,ITPR1_HUMAN,Inositol 1,4,5-triphosphate receptors,Inositol 1,4,5-trisphosphate receptor type 1,Inositol 1,4,5-trisphosphate receptor, type 1,Insp3r1,L38019,NM_001099952,NM_001099952.2,NM_001168272,NM_001168272.1,NM_002222,NM_002222.5,NP_001093422,NP_001093422.2,NP_001161744,NP_001161744.1,NP_002213,NP_002213.5,NX_Q14643,OMIM:147265,OTTHUMG00000154996,OTTHUMP00000207084,OTTHUMP00000207085,OTTHUMP00000209578,OTTHUMT00000337979,OTTHUMT00000337980,OTTHUMT00000337981,OTTHUMT00000337982,OTTHUMT00000337983,OTTHUMT00000337987,OTTHUMT00000337988,OTTHUMT00000338185,OTTHUMT00000338186,OTTHUMT00000343585,OTTHUMT00000343586,OTTHUMT00000343587,OTTHUMT00000343588,OTTHUMT00000343589,OTTHUMT00000343590,OTTHUMT00000343591,PPP1R94,Protein phosphatase 1 regulatory subunits,Q14643,Q14660,Q99897,S82269,SCA15,SCA16,SCA29,Type 1 inositol 1,4,5-trisphosphate receptor,U23850,UPI000002ABED,UPI000002ABEE,UPI0000E5A461,UPI00015E0851,UPI000191706A,XP_005265166,XP_005265166.1,XP_005265167,XP_005265167.1,XP_006713194,XP_006713194.1,XP_006713195,XP_006713195.1,XP_006713196,XP_006713196.1,XP_006713197,XP_006713197.1,XP_011531985.1,hsa:3708,inositol 1,4,5-trisphosphate receptor type 1,inositol 1,4,5-trisphosphate receptor, type 1,protein phosphatase 1, regulatory subunit 94,spinocerebellar ataxia 15,spinocerebellar ataxia 16,spinocerebellar ataxia 29,uc003bqc.3,uc011asu.2,uc021wsi.1,uc021wsi.3,uc021wsj.1
ITPR3	9606.ENSP00000363435	https://smart.embl.de/smart/DDvec.cgi?smart=2671:MIR(113|167)+MIR(174|224)+MIR(232|288)+MIR(295|402)+Pfam_RYDR_ITPR(473|670)+Pfam_RYDR_ITPR(1168|1333)+Pfam_RIH_assoc(1865|1974)+Pfam_Ion_trans(2206|2528)+COIL(2616|2661)+	Inositol 1,4,5-trisphosphate receptor type 3; Receptor for inositol 1,4,5-trisphosphate, a second messenger that mediates the release of intracellular calcium; Inositol 1,4,5-triphosphate receptors	3710,A6H8K3,AAC50064.1,AAI46647.1,AL139044,BAA05385.1,BC146646,CAI16455.1,CCDS4783,CCDS4783.1,CHEMBL2111451,D26351,EAX03744.1,ENSG00000096433,ENSP00000244411,ENSP00000363435,ENSP00000475177,ENST00000244411,ENST00000374316,ENST00000605930,HGNC:6182,HPA003915,Hs.65758,Hs.737283,IP3 receptor isoform 3,IP3R,IP3R3,ITPR3,ITPR3-001,ITPR3-201,ITPR3_HUMAN,Inositol 1,4,5-triphosphate receptors,Inositol 1,4,5-trisphosphate receptor type 3,Inositol 1,4,5-trisphosphate receptor, type 3,NM_002224,NM_002224.3,NP_002215,NP_002215.2,NX_Q14573,OMIM:147267,OTTHUMG00000014532,OTTHUMP00000016213,OTTHUMT00000040204,Protein phosphatase 1 regulatory subunits,Q14573,Q14649,Q5TAQ2,Type 3 inositol 1,4,5-trisphosphate receptor,U01062,UPI000013CB74,hsa:3710,inositol 1,4,5-triphosphate receptor, type 3,inositol 1,4,5-trisphosphate receptor type 3,inositol 1,4,5-trisphosphate receptor, type 3,uc032wst.1,uc063nyh.1
LCN2	9606.ENSP00000362108	https://smart.embl.de/smart/DDvec.cgi?smart=198:SIGNAL(1|20)+Pfam_Lipocalin(48|193)+	Neutrophil gelatinase-associated lipocalin; Iron-trafficking protein involved in multiple processes such as apoptosis, innate immunity and renal development. Binds iron through association with 2,5-dihydroxybenzoic acid (2,5- DHBA), a siderophore that shares structural similarities with bacterial enterobactin, and delivers or removes iron from the cell, depending on the context. Iron-bound form (holo-24p3) is internalized following binding to the SLC22A17 (24p3R) receptor, leading to release of iron and subsequent increase of intracellular iron concentration. In contrast, association o [...] 	1DFV,1L6M,1NGL,1QQS,1X71,1X89,1X8U,24p3,3934,3BY0,3CBC,3CMP,3DSZ,3DTQ,3FW4,3FW5,3HWD,3HWE,3HWF,3HWG,3I0A,3K3L,3PEC,3PED,3T1D,3TF6,3TZS,3U03,3U0D,4GH7,4IAW,4IAX,4K19,4MVI,4MVK,4MVL,4QAE,4ZFX,4ZHC,4ZHD,4ZHF,4ZHG,4ZHH,5JR8,5KHP,5KIC,5KID,5MHH,A6NII8,AAD14168.1,AAH33089.1,AK301694,AK316217,B4DWV4,B7ZAA2,BAG63166.1,BAH14588.1,BC033089,CAA58127.1,CAA67574.1,CAB016549,CAB016550,CAG46889.1,CAI13823.1,CAI13824.1,CCDS6892,CCDS6892.1,CR542092,EAW87750.1,ENSG00000148346,ENSP00000277480,ENSP00000343287,ENSP00000362089,ENSP00000362102,ENSP00000362104,ENSP00000362108,ENSP00000441666,ENST00000277480,ENST00000341046,ENST00000372998,ENST00000373011,ENST00000373013,ENST00000373017,ENST00000470902,ENST00000487719,ENST00000488391,ENST00000494317,ENST00000540948,HGNC:6526,HNL,HPA002695,Hs.204238,LCN2,LCN2-001,LCN2-002,LCN2-003,LCN2-004,LCN2-005,LCN2-006,LCN2-007,Lipocalin 2,Lipocalin-2,Lipocalins,MSFI,NGAL,NGAL_HUMAN,NM_005564,NM_005564.3,NP_005555,NP_005555.2,NX_P80188,Neutrophil gelatinase-associated lipocalin,OMIM:600181,OTTHUMG00000020734,OTTHUMP00000022238,OTTHUMP00000022239,OTTHUMP00000022240,OTTHUMT00000054373,OTTHUMT00000054374,OTTHUMT00000054375,OTTHUMT00000054376,OTTHUMT00000054377,OTTHUMT00000054378,OTTHUMT00000054379,Oncogene 24p3,P25,P30150,P80188,Q5SYV9,Q5SYW0,Q6FGL5,Q92683,S75256,Siderocalin LCN2,UPI000012FFEF,UPI00004701A7,X6R8F3,X83006,X99133,hsa:3934,lipocalin 2,neutrophil gelatinase-associated lipocalin,oncogene 24p3,p25,siderocalin,uc004bto.1,uc064wbc.1
